TITLE = "SU2 Simulation"
VARIABLES = "Iteration","CL","CD","CSF","CMx","CMy","CMz","CFx","CFy","CFz","CL/CD","AoA","Custom_ObjFunc","HeatFlux_Total","HeatFlux_Maximum","Temperature_Total","Res_Flow[0]","Res_Flow[1]","Res_Flow[2]","Res_Flow[3]","Res_Flow[4]","Linear_Solver_Iterations","CFL_Number","Time(min)"
ZONE T= "Convergence history"
           0, -2.66975580e-02, 3.52162766e+01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.32942927e-02, 3.52162766e+01, -2.66975580e-02, 0.00000000e+00, -7.58102802e-04, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -6.16214122e+00, -1.66827860e+01, -1.67139734e+01, -6.97024361e-01, 0.00000000e+00, 3.0000000000, 4.0000000000, 0.0045110500
           1, -4.95369659e-02, 3.83788644e+01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.64695062e-02, 3.83788644e+01, -4.95369659e-02, 0.00000000e+00, -1.29073558e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -6.26742660e+00, -3.43346452e+00, -4.17006452e+00, -8.04836488e-01, 0.00000000e+00, 3.0000000000, 4.0000000000, 0.0089150833
           2, -6.52239351e-02, 4.01110380e+01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.77062991e-02, 4.01110380e+01, -6.52239351e-02, 0.00000000e+00, -1.62608445e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -6.32831576e+00, -3.49188793e+00, -4.09597296e+00, -8.63193462e-01, 0.00000000e+00, 3.0000000000, 4.0000000000, 0.0133456333
           3, -7.55285992e-02, 4.04044454e+01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.76280863e-02, 4.04044454e+01, -7.55285992e-02, 0.00000000e+00, -1.86931409e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -6.40737073e+00, -3.53241498e+00, -4.05532814e+00, -9.56598602e-01, 0.00000000e+00, 4.0000000000, 4.0000000000, 0.0179549167
           4, -8.09163449e-02, 3.94302910e+01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.64432884e-02, 3.94302910e+01, -8.09163449e-02, 0.00000000e+00, -2.05213664e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -6.50358569e+00, -3.57419151e+00, -4.04722368e+00, -1.07556048e+00, 0.00000000e+00, 4.0000000000, 4.0000000000, 0.0226084333
           5, -8.17829081e-02, 3.74611314e+01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.43303157e-02, 3.74611314e+01, -8.17829081e-02, 0.00000000e+00, -2.18314037e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -6.59785371e+00, -3.62423301e+00, -4.06246193e+00, -1.18531647e+00, 0.00000000e+00, 4.0000000000, 4.0000000000, 0.0273423500
           6, -7.83105066e-02, 3.48059909e+01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.14618717e-02, 3.48059909e+01, -7.83105066e-02, 0.00000000e+00, -2.24991459e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -6.66573862e+00, -3.68393941e+00, -4.08942310e+00, -1.24288728e+00, 0.00000000e+00, 4.0000000000, 4.0000000000, 0.0319874667
           7, -7.10455342e-02, 3.17551029e+01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.79567180e-02, 3.17551029e+01, -7.10455342e-02, 0.00000000e+00, -2.23729504e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -6.69689999e+00, -3.75100882e+00, -4.11391672e+00, -1.24581851e+00, 0.00000000e+00, 4.0000000000, 4.0000000000, 0.0366559333
           8, -6.05531083e-02, 2.85638266e+01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.38907009e-02, 2.85638266e+01, -6.05531083e-02, 0.00000000e+00, -2.11992284e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -6.70374665e+00, -3.82016895e+00, -4.12434740e+00, -1.23068460e+00, 0.00000000e+00, 4.0000000000, 4.0000000000, 0.0413260167
           9, -4.80588489e-02, 2.53844048e+01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -1.95023285e-02, 2.53844048e+01, -4.80588489e-02, 0.00000000e+00, -1.89324309e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -6.70197615e+00, -3.88427560e+00, -4.11894356e+00, -1.22033272e+00, 0.00000000e+00, 4.0000000000, 4.0000000000, 0.0459995500
          10, -3.46870871e-02, 2.23225686e+01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -1.50633814e-02, 2.23225686e+01, -3.46870871e-02, 0.00000000e+00, -1.55390214e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -6.70181244e+00, -3.93814077e+00, -4.10509909e+00, -1.22097329e+00, 0.00000000e+00, 4.0000000000, 4.0000000000, 0.0506568000
          11, -2.13949993e-02, 1.94315221e+01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -1.07989459e-02, 1.94315221e+01, -2.13949993e-02, 0.00000000e+00, -1.10104598e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -6.70318061e+00, -3.98029016e+00, -4.09177439e+00, -1.22864104e+00, 0.00000000e+00, 5.0000000000, 4.0000000000, 0.0554519167
          12, -8.65612133e-03, 1.67302555e+01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -6.80254948e-03, 1.67302555e+01, -8.65612133e-03, 0.00000000e+00, -5.17393254e-04, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -6.70460662e+00, -4.01426501e+00, -4.08534952e+00, -1.23819151e+00, 0.00000000e+00, 5.0000000000, 4.0000000000, 0.0602791500
          13, 3.04522926e-03, 1.42165403e+01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.16391552e-03, 1.42165403e+01, 3.04522926e-03, 0.00000000e+00, 2.14203259e-04, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -6.69941580e+00, -4.04588409e+00, -4.08898515e+00, -1.24003329e+00, 0.00000000e+00, 5.0000000000, 4.0000000000, 0.0650737833
          14, 1.31683337e-02, 1.18792768e+01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.78883970e-06, 1.18792768e+01, 1.31683337e-02, 0.00000000e+00, 1.10851308e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -6.68705536e+00, -4.07986249e+00, -4.10364540e+00, -1.23124885e+00, 0.00000000e+00, 5.0000000000, 4.0000000000, 0.0698902500
